Protocol,Pool Address,Asset,APY,Base APY,Reward APY,TVL ($),Reward Tokens,APY (1D),APY (7D),APY (30D),Image,App Link
orca-dex,HktfL7iwGKT5QHjywQkcDnZXScoh811k7akrMZJkCcEF,SOL-WHETH,17.72121,17.72121,0.0,4015787,,2.77993,-2.78288,-40.14628,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,AtPY74cpQmuqmFBMsTLaUL5hEtE4Y241RY5Ea2ercnri,AKE-USDC,0.04,0.04,0.0,4011592,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,PT-EUSX-16SEP26,0.0,0.0,0.0,3976093,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
project-0,,MSOL,0.16615,0.16615,0.0,3963748,,4e-05,-0.00687,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
save-sol,,SAVESOL,4.74177,4.74177,0.0,3940557,,0.00239,-0.03968,-0.01321,https://icons.llamao.fi/icons/protocols/save-sol,https://save.finance/saveSOL
kamino-lend,,SPYX,0.17175,0.17175,0.0,3929339,,-0.00299,-0.01244,-0.02063,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,EUGzX8kKvbLB55idiETEdXm6NZzB3Dz7c1ui6wGhcviR,JUPUSD-USDC,0.69,0.69,0.0,3892353,,-0.14,-0.01,-2.65,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,AS5MV3ear4NZPMWXbCsEz3AdbCaXEnq4ChdaWsvLgkcM,USDS-USDC,0.05,0.05,0.0,3883629,,-0.79,-1.67,-0.21,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,4tgA77vUnDaTADqGJYhJYT1Qf8nnukxFGohoXR3tzPau,JUPUSD-USDC,0.54354,0.54354,0.0,3848900,,0.22914,-1.36564,-4.44394,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,DoQnSPZGZt2d5HbBWNagt8DNN28nXMasCDUURPLkyygW,USDC-AKE,0.2,0.2,0.0,3846772,,0.13,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,BSOL,0.03054,0.03054,0.0,3798501,,4e-05,-0.00021,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
jupiter-lend,,JITOSOL,0.0,0.0,0.0,3629619,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
raydium-amm,6UmmUiYoBjSrhakAobJw8BvkmJtDVxaeBtbt7rxWo1mg,RAY-USDC,5.7,5.7,0.0,3621716,,2.78,-0.11,-3.95,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
jupiter-lend,,CBBTC,0.0,0.0,0.0,3611596,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
save,,SAVESOL,0.0,0.0,0.0,3603425,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
jupiter-lend,,USDG,4.63388,4.63388,0.0,3562963,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,0.17771,0.40723,-0.32482,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
orca-dex,GTHKH8s82ZR8GTSFZ1dUu6wfdxhy59wpMShxzG5zjiPm,ZEC-USDC,83.73406,83.73406,0.0,3550353,,10.72293,20.37619,-28.01114,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
kamino-lend,,USDC,11.70958,11.70958,0.0,3547506,,8.32788,-6.33031,7.91639,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
jupiter-lend,,JLP,0.0,0.0,0.0,3540227,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
orca-dex,,PST-USDC,0.13177,0.13177,0.0,3491999,,0.06785,-0.52661,0.0496,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,5KqohoeGjTjyHAFJJywK4J7fkFuK82PfMyuseGgLKZu2,SOL-USDG,5.88784,5.88784,0.0,3467939,,1.81113,2.10002,-11.43315,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,4D2MXM8H7sKpyeXMQ9T4eULc3qb2fWBBE8Un9P6eEx8W,PRIME-AUTO,0.58792,0.58792,0.0,3388800,,0.53582,0.56633,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
jupiter-lend,,JLJUPUSD,0.0,0.0,0.0,3385669,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
raydium-amm,J3b6dvheS2Y1cbMtVz5TCWXNegSjJDbUKxdUVDPoqmS7,WSOL-ARC,12.75,12.75,0.0,3331186,,3.32,6.79,2.48,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,FBTC,0.0,0.0,0.0,3273843,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
gmtrade,,XAU-USDC,91.15944,91.15944,0.0,3158163,,-4.15218,-18.043,27.55295,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
stronghold-staked-sol,,STRONGSOL,5.37574,5.37574,0.0,3125105,,-0.00138,-0.00661,-0.03439,https://icons.llamao.fi/icons/protocols/stronghold-staked-sol,https://strongholdsol.com/
kamino-liquidity,,USDS-USDC,0.02139,0.02139,0.0,3070894,,-0.82768,-1.95692,-0.23107,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,8WwcNqdZjCY5Pt7AkhupAFknV2txca9sq6YBkGzLbvdt,WSOL-PIPPIN,6.57,6.57,0.0,3053612,,-8.05,0.2,-15.72,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,A9RdNEf4T9x1eNPnEHFX1ABHS7J4e9kxBm43S3o5r9Kw,USDG-ONYC,0.17,0.17,0.0,3044072,,-0.02,-0.75,0.04,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,7yEXWTjLyXwBEjMhNwP9dWVJp8G68JvY9KXGT83sDCaM,PUNDU-WSOL,0.02,0.02,0.0,3042600,,0.0,0.0,-5.98,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,6rzVkz6cLVvE2gnhagyq1A95Czy8QYzxzYazvcbQXVFh,AKE-USDC,0.3,0.3,0.0,3011006,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
jupiter-lend,,JUPSOL,0.0,0.0,0.0,3009799,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
orca-dex,,USDG-USX,0.05936,0.05936,0.0,2986807,,-0.04599,0.03169,-0.51502,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,USDY-USDC,0.00932,0.00932,0.0,2911028,,-0.0315,-2.06678,-0.0895,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
kamino-lend,,STRONGSOL,0.0,0.0,0.0,2907835,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,FRhB8L7Y9Qq41qZXYLtC2nw8An1RJfLLxRF2x9RwLLMo,POPCAT-WSOL,3.7,3.7,0.0,2810835,,0.42,1.82,-2.69,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,3pS9L6E9m5amMWeH1SRebZfemVcSrzngedH1nyFRCFpd,PEPE-USDC,0.24,0.24,0.0,2775989,,-0.06,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,3sjNoCnkkhWPVXYGDtem8rCciHSGc9jSFZuUAzKbvRVp,WSOL-ZEREBRO,13.41,13.41,0.0,2729398,,-3.89,0.67,-22.03,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,GOOGLX,0.0,0.0,0.0,2687356,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
kamino-lend,,QQQX,0.05684,0.05684,0.0,2669826,,-1e-05,-0.0051,-0.02474,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
gmtrade,,USDCAD-USDC,53.5331,53.5331,0.0,2669596,,8.91549,12.26046,42.23674,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
kamino-lend,,TSLAX,0.00319,0.00319,0.0,2609443,,0.0004,-0.00997,-0.03647,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
kamino-liquidity,,JITOSOL-SOL,0.94784,0.94784,0.0,2605337,,0.89914,0.8359,-0.36932,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,AV2VirtJ4jMoFAqtczGbpkUZJUzYJSKtMrsqJvtdiLYg,ᅠUSOK-USDC,0.0,0.0,0.0,2594543,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,NVDAX,0.01582,0.01582,0.0,2582499,,-2e-05,-0.00109,-0.01214,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
hastra,,WYLDS,3.3,3.3,0.0,2551926,,0.01,0.04,0.03,https://icons.llamao.fi/icons/protocols/hastra,https://hastra.io/
raydium-amm,8Krgu4bahEdiZ9uk7sDET72ahwPDVMVpuWHUXVqoZMyM,PEPE-USDC,0.3,0.3,0.0,2551183,,0.0,0.09,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,G39wywquKbHK8F2wZZZFX3fcsyG91VCCbbr6WEVp5axy,CRCLX-USDC,98.54,98.54,0.0,2533221,,2.79,-0.83,10.44,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,USDG-SYRUPUSDC,0.04491,0.04491,0.0,2529607,,-0.11029,-0.38419,0.00503,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
gmtrade,,SOL-USDC,164.8401,164.8401,0.0,2523389,,-9.01826,-25.97503,-68.02586,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
kamino-liquidity,,USDG-SYRUPUSDC,0.0,0.0,0.0,2522986,,-0.15074,-0.3885,-0.87855,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,GMjGLWzvK75LPetrgAmdeXnvxc4fUuQPwJxeQqTDU1aG,QQQX-USDC,30.95,30.95,0.0,2517366,,5.58,17.88,21.04,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,5p58XYzEUuvceAb4momaQ943rTPLgigdBXtJNdnZTDJ9,USDG-USDE,0.58754,0.58754,0.0,2498443,,-3.1524,-0.17108,0.58562,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,4HaWa6tEpnfzmWPJVe1dki3sYssLdtj85bxrB9Z1MJeP,AKE-USDC,0.32,0.32,0.0,2489452,,-0.01,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,E8TRsCYBVaB4GD4Nx3F8SGpH3KMYTADR1EkdQC2EJFGK,WSOL-BC,1.88,1.88,0.0,2469603,,-2.78,-5.85,0.25,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,MSOL,0.0,0.0,0.0,2467491,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
save,,USDT,1.38,1.38,0.0,2453837,,0.0,-0.02,0.02,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
raydium-amm,4AZRPNEfCJ7iw28rJu5aUyeQhYcvdcNm8cswyL51AY9i,WSOL-PNUT,2.86,2.86,0.0,2444917,,-3.33,0.64,-5.59,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,XAG-USDC,101.45682,101.45682,0.0,2433218,,-4.17879,-41.08923,25.03342,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
orca-dex,,CBBTC-FBTC,0.0,0.0,0.0,2426891,,0.0,-2e-05,-0.00149,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,DmAsjXoceoL5vTKZbYpTpXPo7MKm16FMfNMm3PJFiUha,WSOL-BAN,5.74,5.74,0.0,2401694,,1.63,0.34,-7.36,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,WTI-USDC,60.15456,60.15456,0.0,2384444,,3.43984,-24.927,30.13173,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,AVs9TA4nWDzfPJE9gGVNJMVhcQy3V9PGazuz33BfG2RA,RAY-WSOL,1.75,1.75,0.0,2355347,,0.78,-2.26,-0.98,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
invesco-ustb,,USTB,3.70506,3.70506,0.0,2351614,,0.01554,-0.05868,0.40989,https://icons.llamao.fi/icons/protocols/invesco-ustb,https://superstate.com/
jupiter-lend,,JUPSOL,0.0,0.0,0.0,2338415,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
jupiter-lend,,JITOSOL,0.0,0.0,0.0,2328673,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
raydium-amm,2HwtzhWN5c2jZ669byt93TkkwPX2YWdmQtrpoxBEv1o5,ZIL-USDC,0.16,0.16,0.0,2321874,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,PYUSD,1.03039,1.03039,0.0,2320648,,1.03039,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,49iMatQtoyabsYAQc8GafVq6aeBFVDxSRH44oiatyyw6,NVDAX-USDC,28.94,28.94,0.0,2302034,,-5.37,10.4,13.27,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,LST,0.01433,0.01433,0.0,2265661,,-3e-05,-4e-05,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
raydium-amm,HnhpJPJgBG2KwniMTNW8cVBHvk1hFog3RC3kjnyc23tD,CARDS-USDC,25.98,25.98,0.0,2233898,,-28.34,-20.36,-235.3,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
save,,JSOL,0.0,0.0,0.0,2230789,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
jupiter-lend,,WSOL,4.29962,4.29962,0.0,2223937,,0.01042,0.35397,-0.04173,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
kamino-liquidity,,HYUSD-USDC,0.49538,0.49538,0.0,2178390,,0.16169,0.01935,-3.04597,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
orca-dex,FXPopoKVLHeXonysHMEonZZJ4nsUdFqr4RpFuAvLUvFB,PYUSD-USDE,0.46515,0.46515,0.0,2149986,,-0.30512,-0.02033,0.19316,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,2SatxavXUd385aVkpQkTwpKJxq9qAbLumshuqEAoji5D,DOGE-USDT,0.01,0.01,0.0,2148812,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-PENGU,4.20173,4.20173,0.0,2145754,,0.51177,-0.0158,-0.41538,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,FyDF3vKQFbcvNTsBi7L7LremrFPmXKbQqgAgnPg1hXXd,WSOL-ALCH,8.28,8.28,0.0,2051058,,1.72,1.05,-0.37,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,USDG-XBTC,4.14431,4.14431,0.0,2041235,,0.83844,1.99462,-30.37811,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
orca-dex,EbGwM46wxy7EYuwhYrLN1UQPpG15FoEamQvzdMPJLwP6,USDG-XBTC,5.25566,5.25566,0.0,2040946,,1.85465,2.53781,-3.45694,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,22WrmyTj8x2TRVQen3fxxi2r4Rn6JDHWoMTpsSmn8RUd,WSOL-MOODENG,2.11,2.11,0.0,2040778,,0.02,0.57,-4.66,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,USDG-ONYC,0.0,0.0,0.0,2035805,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
orca-dex,4tJW2axbTxtT6nKbjB5pZwePtW84cB7E1B6tdCCLGfrC,HYUSD-USDC,0.46119,0.46119,0.0,2014370,,0.18732,-0.21773,0.16224,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,BEHtrQRFGFaMdp82vBJ161Ybd8xyEDB422HWaF1Gfm3U,WSOL-THEROS,0.16,0.16,0.0,1998735,,-0.06,0.05,-0.22,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,USDG-USX,0.0,0.0,0.0,1992071,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
jupiter-lend,,JUP,0.0,0.0,0.0,1977039,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
save,,CBBTC,0.17,0.17,0.0,1956446,,0.01,0.0,-0.01,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
kamino-lend,,PT-ONYC-10SEP26,0.0,0.0,0.0,1955212,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,6truu3rZuiB9rKQg4VYC3Dt3QwV7DgwGqXrYUcrvnDDE,SPYX-USDC,5.08,5.08,0.0,1948554,,2.77,3.48,-5.4,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
jupiter-lend,,WSOL,4.29962,4.29962,0.0,1928509,,0.01042,0.35397,-0.04173,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
kamino-lend,,JLP,0.0,0.0,0.0,1899963,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,2aPsSVxFw6dGRqWWUKfwujN6WVoyxuhjJaPzYaJvGDDR,MANEKI-WSOL,0.2,0.2,0.0,1889860,,0.15,0.03,-0.1,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,JUPSOL,0.00281,0.00281,0.0,1879640,,-1e-05,-0.00445,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
jupiter-lend,,JUPSOL,0.0,0.0,0.0,1876870,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
gmtrade,,USDMXN-USDC,71.33759,71.33759,0.0,1871000,,9.98709,-4.54033,20.50418,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
gmtrade,,GBP-USDC,73.0438,73.0438,0.0,1865574,,14.2091,5.62077,49.81482,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
kamino-lend,,ETH,0.18831,0.18831,0.0,1864125,,0.01915,0.07855,-1.84396,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
gmtrade,,USDJPY-USDC,56.18608,56.18608,0.0,1848771,,9.51795,1.31258,46.14958,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,8aDaBQkTrS6HVMjyc6EZebgdiaXhLYGriDWKWWp1NpFF,TSLAX-USDC,23.34,23.34,0.0,1818654,,3.12,-9.04,-2.11,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,BTC-USDC,215.15176,215.15176,0.0,1813531,,19.1038,19.98995,111.97602,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,7U2apS8QLnKpi1GSBKB7iNBDSem36z58ptdtdKeeWpkF,USDC-BOO!,0.21014,0.06,0.15014,1796387,FnVo7TU1hZP5hYznymxSVUWXN8SLeX9MK92MRa1CPXfq,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,CGNTSOL,0.0,0.0,0.0,1778733,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
raydium-amm,Q2sPHPdUWFMg7M7wwrQKLrn619cAucfRsmhVJffodSp,WSOL-USELESS,14.51,14.51,0.0,1762414,,0.12,1.43,-8.13,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,G39wywquKbHK8F2wZZZFX3fcsyG91VCCbbr6WEVp5axy,CRCLX-USDC,8.96,8.96,0.0,1708699,,0.38,-2.07,-29.53,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,2uoKbPEidR7KAMYtY4x7xdkHXWqYib5k4CutJauSL3Mc,WSOL-JITOSOL,1.4,1.4,0.0,1688761,,0.87,1.04,-0.36,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,PST-USDC,0.21757,0.21757,0.0,1686101,,0.21757,-0.25826,-0.8248,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
gmtrade,,AUD-USDC,91.75031,91.75031,0.0,1655627,,26.38355,18.5504,55.21103,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,Fgkox4qxHxTcGNsxh8n2sjQVNpXwmdQ7K254ff5VXHdJ,AKE-USDC,0.72,0.72,0.0,1653646,,0.0,0.46,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,RKUSOL,0.0,0.0,0.0,1647984,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
jupiter-lend,,DFDVSOL,0.0,0.0,0.0,1637346,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
raydium-amm,GuUmcm8KPbYo9gnsZn8Rg8MhiP2GBa42k7qm33zwQmBs,WSOL-ECR,0.9,0.9,0.0,1611323,,-0.76,0.28,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9t1H1uDJ558iMPNkEPSN1fqkpC4XSPQ6cqSf6uEsTfTR,SPX-WSOL,6.86,6.86,0.0,1603702,,0.67,-5.13,-11.17,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
allbridge-classic,,USDT,0.0,0.0,0.0,1559881,,0.0,-0.08222,-0.01344,https://icons.llamao.fi/icons/protocols/allbridge-classic,https://app.allbridge.io
orca-dex,HD8i7qr1hd9ida6sN71RbkLxbWcbvZS4NA5CY6vfcDpj,JLP-USDC,6.61299,6.61299,0.0,1535749,,1.81745,-0.6713,-9.71256,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
kamino-liquidity,,SOL-JITOSOL,1.05005,1.05005,0.0,1508243,,0.96494,0.97332,-0.306,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
pico-staked-sol,,PICOSOL,5.57297,5.57297,0.0,1506771,,-0.05164,-0.03674,-0.91768,https://icons.llamao.fi/icons/protocols/pico-staked-sol,https://pico-sol.com
raydium-amm,GUWFT7bbLphGrcpAPnnEnBbe1uErv9e6LLC2qPx2wZy1,USDC-BIRB,5.7,5.7,0.0,1504716,,3.31,5.1,2.79,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,BxRhW4q1wTRwJkJ1C4NR4yJCRL2uusoju4g1bVenspZK,MPLX-WSOL,23.41,23.41,0.0,1487724,,18.14,20.55,21.34,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,USDCHF-USDC,85.58069,85.58069,0.0,1487328,,19.41827,-14.50188,60.6837,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
orca-dex,G2FiE1yn9N9ZJx5e1E2LxxMnHvb1H3hCuHLPfKJ98smA,JTO-JITOSOL,10.41227,10.41227,0.0,1475564,,1.25101,-16.51933,-59.03042,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
gmtrade,,EUR-USDC,77.88504,77.88504,0.0,1470474,,23.70101,37.90111,40.95671,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
kamino-liquidity,,MPLX-SOL,0.0,0.0,0.0,1469037,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
loopscale,,USDC,4.97097,4.97097,0.0,1465573,,-0.00501,0.04447,-0.70488,https://icons.llamao.fi/icons/protocols/loopscale,https://loop.sl
jupiter-lend,,SPYX,2.02008,2.02008,0.0,1463820,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
loopscale,,USDC,7.30498,7.07124,0.23374,1451991,5Y8NV33Vv7WbnLfq3zBcKSdYPrk7g2KoiQoe7M2tcxp5,0.0048,0.59964,-1.06988,https://icons.llamao.fi/icons/protocols/loopscale,https://loop.sl
jupiter-lend,,WSOL,4.29962,4.29962,0.0,1424787,,0.01042,0.35397,-0.04173,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
orca-dex,,SOL-PSOL,0.11144,0.11144,0.0,1421746,,0.0919,-0.24496,-0.11862,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,9dSkHb4D4LFnHQcbhAKoxrr9WXAH4a8KH4Hoc492p8ZL,AKE-USDC,0.47,0.47,0.0,1416070,,0.0,0.01,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
lantern-staked-sol,,LANTERNSOL,6.06498,6.06498,0.0,1398386,,-0.00239,-0.13167,0.13781,https://icons.llamao.fi/icons/protocols/lantern-staked-sol,https://www.lantern.one/
jupiter-lend,,JLP,0.0,0.0,0.0,1395934,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
kamino-lend,,SOL,4.02786,4.02786,0.0,1371930,,0.33579,-0.28888,0.43555,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
jupiter-lend,,LBTC,0.0,0.0,0.0,1371108,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
tramplin.io,,SOL,3.41491,3.41491,0.0,1363250,,0.00863,-0.04562,-0.01507,https://icons.llamao.fi/icons/protocols/tramplin.io,https://tramplin.io/
raydium-amm,58fzJMbX5PatnfJPqWWsqkVFPRKptkbb5r2vCw4Qq3z9,WSOL-VINE,12.9,12.9,0.0,1343460,,0.65,-3.51,2.24,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,ETH-USDC,196.96713,196.96713,0.0,1333300,,6.60784,-8.18494,69.95844,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
